File ,Date/time ,ROI Ch,H/V,R1090,R1090_C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
imatest_noise1.0_blur2.5.png,2022-06-21 00:23:32,1 Y,Horiz (V-edge), 7.34,  NaN, 12.6,-22.5,0.0759,0.0759,0.4544,,, , ,7% left of ctr, ,,0.500,  NaN, 0.81,MTF30,0.11217,,,, ,  2.030, 0.0000, 0.4930, 15.8
imatest_noise0.0_blur3.0.png,2022-06-21 00:23:33,1 Y,Horiz (V-edge), 7.45,  NaN,  0.9,-22.3,0.0757,0.0757,0.0082,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.10147,,,, ,  2.894, 0.3943, 0.7287,  0.9
imatest_noise0.1_blur3.0.png,2022-06-21 00:23:33,1 Y,Horiz (V-edge), 7.59,  NaN,  1.8,-22.4,0.0751,0.0751,0.0319,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.10014,,,, ,  3.500, 0.3981, 0.7300,  1.5
imatest_noise0.2_blur3.0.png,2022-06-21 00:23:34,1 Y,Horiz (V-edge), 7.70,  NaN,  2.3,-22.3,0.0757,0.0757,0.0196,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.10093,,,, ,  4.866, 0.4023, 0.7321,  2.4
imatest_noise0.3_blur3.0.png,2022-06-21 00:23:34,1 Y,Horiz (V-edge), 7.38,  NaN,  6.6,-22.1,0.0762,0.0762,0.0324,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.10202,,,, ,  4.430, 0.4086, 0.7331,  3.7
imatest_noise0.4_blur3.0.png,2022-06-21 00:23:35,1 Y,Horiz (V-edge), 7.60,  NaN,  7.0,-23.2,0.0735,0.0735,0.2312,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.26,MTF30,0.098611,,,, ,  2.994, 0.4163, 0.7364,  6.4
imatest_noise0.5_blur3.0.png,2022-06-21 00:23:35,1 Y,Horiz (V-edge), 7.67,  NaN, 10.0,-22.3,0.0775,0.0775,0.4381,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.45,MTF30,0.11569,,,, ,  3.494, 0.4234, 0.7459,  9.0
imatest_noise0.6_blur3.0.png,2022-06-21 00:23:36,1 Y,Horiz (V-edge), 6.36,  NaN, 18.0,-22.5,0.0744,0.0744,0.4207,,, , ,7% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.10381,,,, ,  4.810, 0.0000, 0.4335, 14.9
imatest_noise0.7_blur3.0.png,2022-06-21 00:23:36,1 Y,Horiz (V-edge), 6.02,  NaN, 28.9,-24.3,0.0766,0.0766,0.1486,,, , ,7% left of ctr, ,,0.500,  NaN, 0.48,MTF30,0.11774,,,, ,  3.357, 0.0000, 0.4402, 10.4
imatest_noise0.8_blur3.0.png,2022-06-21 00:23:37,1 Y,Horiz (V-edge), 5.44,  NaN, 13.4,-23.4,0.0842,0.0842,0.2526,,, , ,7% left of ctr, ,,0.500,  NaN, 8.01,MTF30,0.12462,,,, ,  5.581, 0.0000, 0.4595, 22.4
imatest_noise0.9_blur3.0.png,2022-06-21 00:23:37,1 Y,Horiz (V-edge), 6.89,  NaN, 21.2,-25.0,0.0861,0.0861,0.3988,,, , ,7% left of ctr, ,,0.500,  NaN, 1.15,MTF30,0.1271,,,, ,  6.015, 0.0000, 0.4639, 16.9
imatest_noise1.0_blur3.0.png,2022-06-21 00:23:38,1 Y,Horiz (V-edge), 4.49,  NaN, 31.7,-25.3,0.0954,0.0954,0.7294,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.74,MTF30,0.16672,,,, ,  7.591, 0.0000, 0.4785, 18.7
imatest_noise0.0_blur3.5.png,2022-06-21 00:23:38,1 Y,Horiz (V-edge), 8.25,  NaN,  2.0,-24.1,0.0695,0.0695,0.0070,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.089794,,,, ,  3.100, 0.3995, 0.7272,  2.5
imatest_noise0.1_blur3.5.png,2022-06-21 00:23:39,1 Y,Horiz (V-edge), 8.28,  NaN,  2.1,-24.0,0.0704,0.0704,0.0134,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.091024,,,, ,  3.269, 0.4037, 0.7281,  2.1
imatest_noise0.2_blur3.5.png,2022-06-21 00:23:39,1 Y,Horiz (V-edge), 8.31,  NaN,  3.5,-24.1,0.0694,0.0694,0.1401,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.089596,,,, ,  4.062, 0.4075, 0.7301,  2.8
imatest_noise0.3_blur3.5.png,2022-06-21 00:23:40,1 Y,Horiz (V-edge), 8.46,  NaN,  9.4,-23.9,0.0685,0.0685,0.0926,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.087985,,,, ,  3.619, 0.4126, 0.7311,  2.9
imatest_noise0.4_blur3.5.png,2022-06-21 00:23:40,1 Y,Horiz (V-edge), 7.99,  NaN,  4.9,-23.9,0.0695,0.0695,0.1249,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.089639,,,, ,  4.212, 0.4212, 0.7290,  9.0
imatest_noise0.5_blur3.5.png,2022-06-21 00:23:41,1 Y,Horiz (V-edge), 8.72,  NaN,  6.2,-23.7,0.0703,0.0703,0.1865,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.35,MTF30,0.090559,,,, ,  2.106, 0.4174, 0.7329,  6.6
imatest_noise0.6_blur3.5.png,2022-06-21 00:23:41,1 Y,Horiz (V-edge), 8.12,  NaN, 14.8,-25.3,0.0692,0.0692,0.2657,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.65,MTF30,0.090465,,,, ,  0.965, 0.4382, 0.7284,  5.3
imatest_noise0.7_blur3.5.png,2022-06-21 00:23:42,1 Y,Horiz (V-edge), 6.72,  NaN, 54.3,-25.4,0.0676,0.0676,0.1263,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.86,MTF30,0.088172,,,, ,  1.561, 0.4455, 0.7364, 15.6
imatest_noise0.8_blur3.5.png,2022-06-21 00:23:42,1 Y,Horiz (V-edge), 6.81,  NaN, 21.8,-23.2,0.0714,0.0714,0.8550,,, , ,7% left of ctr, ,,0.500,  NaN, 1.13,MTF30,0.09399,,,, , -1.905, 0.0000, 0.4509, 20.7
imatest_noise0.9_blur3.5.png,2022-06-21 00:23:43,1 Y,Horiz (V-edge), 6.65,  NaN, 40.8,-23.6,0.0789,0.0789,0.6272,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.53,MTF30,0.1933,,,, ,  1.667, 0.0000, 0.4660, 10.0
imatest_noise1.0_blur3.5.png,2022-06-21 00:23:43,1 Y,Horiz (V-edge), 6.14,  NaN, 25.5,-21.3,0.0848,0.0848,0.3870,,, , ,7.1% left of ctr, ,,0.500,  NaN, 1.41,MTF30,0.90412,,,, ,  0.827, 0.0000, 0.4883, 15.4
imatest_noise0.0_blur4.0.png,2022-06-21 00:23:44,1 Y,Horiz (V-edge), 9.00,  NaN,  3.7,-25.5,0.0650,0.0650,0.0090,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.084242,,,, ,  2.237, 0.4059, 0.7246,  3.5
imatest_noise0.1_blur4.0.png,2022-06-21 00:23:45,1 Y,Horiz (V-edge), 9.01,  NaN,  3.7,-25.6,0.0649,0.0649,0.0184,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.084255,,,, ,  2.719, 0.4090, 0.7256,  4.0
imatest_noise0.2_blur4.0.png,2022-06-21 00:23:45,1 Y,Horiz (V-edge), 9.19,  NaN,  3.6,-25.5,0.0665,0.0665,0.0485,,, , ,7% left of ctr, ,,0.500,  NaN, 0.12,MTF30,0.086613,,,, ,  3.987, 0.4129, 0.7265,  5.7
imatest_noise0.3_blur4.0.png,2022-06-21 00:23:46,1 Y,Horiz (V-edge), 9.22,  NaN,  6.0,-25.7,0.0667,0.0667,0.1160,,, , ,7% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.087074,,,, ,  2.638, 0.4193, 0.7275,  7.8
imatest_noise0.4_blur4.0.png,2022-06-21 00:23:46,1 Y,Horiz (V-edge), 9.25,  NaN,  5.9,-25.7,0.0690,0.0690,0.0887,,, , ,7% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.09062,,,, ,  1.554, 0.4267, 0.7294,  7.4
imatest_noise0.5_blur4.0.png,2022-06-21 00:23:47,1 Y,Horiz (V-edge), 8.87,  NaN, 10.1,-25.9,0.0655,0.0655,0.3813,,, , ,7% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.085385,,,, ,  0.408, 0.0000, 0.4219,  9.1
imatest_noise0.6_blur4.0.png,2022-06-21 00:23:47,1 Y,Horiz (V-edge), 8.27,  NaN,  7.0,-25.7,0.0679,0.0679,0.0136,,, , ,7% left of ctr, ,,0.500,  NaN, 0.97,MTF30,0.088878,,,, ,  1.811, 0.4540, 0.7357, 18.8
imatest_noise0.7_blur4.0.png,2022-06-21 00:23:48,1 Y,Horiz (V-edge), 7.19,  NaN, 19.3,-25.9,0.0715,0.0715,0.3794,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.10801,,,, ,  2.368, 0.0000, 0.4462, 10.7
imatest_noise0.8_blur4.0.png,2022-06-21 00:23:48,1 Y,Horiz (V-edge), 6.49,  NaN, 30.8,-27.3,0.0721,0.0721,0.3926,,, , ,7% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.11626,,,, ,  3.968, 0.4716, 0.7386, 10.4
imatest_noise0.9_blur4.0.png,2022-06-21 00:23:49,1 Y,Horiz (V-edge), 6.86,  NaN, 28.5,-26.8,0.0696,0.0696,0.0913,,, , ,7% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.10311,,,, ,  1.773, 0.0000, 0.4748, 14.8
imatest_noise1.0_blur4.0.png,2022-06-21 00:23:49,1 Y,Horiz (V-edge), 5.37,  NaN, 23.7,-24.0,0.0784,0.0784,0.3089,,, , ,7% left of ctr, ,,0.500,  NaN, 0.66,MTF30,0.13643,,,, , -0.376, 0.0000, 0.4825, 15.9
imatest_noise0.0_blur4.5.png,2022-06-21 00:23:50,1 Y,Horiz (V-edge), 9.61,  NaN,  5.9,-26.6,0.0618,0.0618,0.0028,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.080568,,,, ,  2.625, 0.4128, 0.7212,  4.2
imatest_noise0.1_blur4.5.png,2022-06-21 00:23:50,1 Y,Horiz (V-edge), 9.28,  NaN, 14.0,-26.8,0.0621,0.0621,0.0741,,, , ,7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.081257,,,, ,  2.806, 0.4158, 0.7212,  5.1
imatest_noise0.2_blur4.5.png,2022-06-21 00:23:51,1 Y,Horiz (V-edge), 9.28,  NaN,  6.9,-26.5,0.0632,0.0632,0.0628,,, , ,7% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.082518,,,, ,  3.257, 0.4191, 0.7235,  4.6
imatest_noise0.3_blur4.5.png,2022-06-21 00:23:51,1 Y,Horiz (V-edge),10.09,  NaN,  5.1,-27.0,0.0640,0.0640,0.0368,,, , ,7% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.0845,,,, ,  3.244, 0.4262, 0.7232, 12.8
imatest_noise0.4_blur4.5.png,2022-06-21 00:23:52,1 Y,Horiz (V-edge),10.21,  NaN, 12.3,-28.6,0.0624,0.0624,0.3425,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.24,MTF30,0.084518,,,, ,  2.763, 0.4320, 0.7230,  7.6
imatest_noise0.5_blur4.5.png,2022-06-21 00:23:52,1 Y,Horiz (V-edge), 9.95,  NaN,  7.8,-27.6,0.0640,0.0640,0.2005,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.08551,,,, ,  1.880, 0.4292, 0.7356, 12.6
imatest_noise0.6_blur4.5.png,2022-06-21 00:23:53,1 Y,Horiz (V-edge), 8.54,  NaN, 12.1,-26.0,0.0613,0.0613,0.4659,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.59,MTF30,0.079019,,,, ,  0.909, 0.0000, 0.4374, 15.1
imatest_noise0.7_blur4.5.png,2022-06-21 00:23:53,1 Y,Horiz (V-edge), 8.26,  NaN, 18.5,-27.5,0.0606,0.5363,0.9455,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.80,MTF30,0.080022,,,, ,  2.738, 0.0000, 0.4448, 13.7
imatest_noise0.8_blur4.5.png,2022-06-21 00:23:54,1 Y,Horiz (V-edge), 8.43,  NaN, 20.4,-28.7,0.0595,0.0595,0.7693,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.80,MTF30,0.080302,,,, ,  1.739, 0.0000, 0.4563, 16.1
imatest_noise0.9_blur4.5.png,2022-06-21 00:23:54,1 Y,Horiz (V-edge), 5.41,  NaN, 27.5,-28.2,0.0628,0.5057,0.6623,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.58,MTF30,0.084476,,,, ,  1.200, 0.0000, 0.4697, 14.2
imatest_noise1.0_blur4.5.png,2022-06-21 00:23:55,1 Y,Horiz (V-edge), 7.26,  NaN, 28.4,-81.2,   NaN,   NaN,1.2955,,, , ,7% left of ctr, ,,0.500,  NaN, 4.28,MTF30,0.07777,,,, ,  1.874, 0.0000, 0.4951, 32.9
imatest_noise0.0_blur0.0.png,2022-06-21 00:27:11,1 Y,Horiz (V-edge), 0.89,  NaN,  0.0, -3.4,0.6034,0.6034,0.6359,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.75664,,,, ,  4.909, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur0.0.png,2022-06-21 00:27:13,1 Y,Horiz (V-edge), 0.89,  NaN,  1.5, -3.4,0.6026,0.6026,0.6638,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.7987,,,, ,  4.909, 0.3916, 0.7301,  1.0
imatest_noise0.2_blur0.0.png,2022-06-21 00:27:14,1 Y,Horiz (V-edge), 0.89,  NaN,  3.8, -3.6,0.5869,0.5869,0.6228,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.7565,,,, ,  5.183, 0.3965, 0.7311,  2.6
imatest_noise0.3_blur0.0.png,2022-06-21 00:27:15,1 Y,Horiz (V-edge), 0.87,  NaN,  5.1, -5.9,0.5926,0.5915,0.5874,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.01,MTF30,0.90601,,,, ,  4.685, 0.4039, 0.7313,  3.0
imatest_noise0.4_blur0.0.png,2022-06-21 00:27:15,1 Y,Horiz (V-edge), 0.81,  NaN,  5.9, -2.7,0.5104,0.5048,0.5220,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.07,MTF30,1.1947,,,, ,  4.685, 0.4101, 0.7347,  5.3
imatest_noise0.5_blur0.0.png,2022-06-21 00:27:16,1 Y,Horiz (V-edge), 0.84,  NaN,  7.8,  8.0,0.5416,0.5156,0.5691,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.01,MTF30,1.2656,,,, ,  4.828, 0.4214, 0.7350,  6.5
imatest_noise0.6_blur0.0.png,2022-06-21 00:27:17,1 Y,Horiz (V-edge), 0.95,  NaN, 10.4, -1.3,0.4526,0.4461,0.4077,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.13,MTF30,1.9087,,,, ,  3.144, 0.4285, 0.7351,  9.9
imatest_noise0.7_blur0.0.png,2022-06-21 00:27:17,1 Y,Horiz (V-edge), 1.11,  NaN, 12.8, -6.4,0.3946,0.3946,0.1761,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.44851,,,, ,  4.031, 0.4414, 0.7361, 16.2
imatest_noise0.8_blur0.0.png,2022-06-21 00:27:18,1 Y,Horiz (V-edge), 0.99,  NaN, 14.0,-24.2,0.5778,0.5592,0.6769,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.26,MTF30,0.62087,,,, ,  3.332, 0.4566, 0.7371, 12.8
imatest_noise0.9_blur0.0.png,2022-06-21 00:27:18,1 Y,Horiz (V-edge), 0.88,  NaN, 18.4,-18.0,0.5954,0.5761,1.1259,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.55,MTF30,0.712,,,, ,  3.731, 0.4610, 0.7447, 18.2
imatest_noise1.0_blur0.0.png,2022-06-21 00:27:19,1 Y,Horiz (V-edge), 1.49,  NaN, 25.2,-25.1,0.3990,0.3990,0.2162,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.48,MTF30,0.43992,,,, ,  0.896, 0.4733, 0.7436, 13.2
imatest_noise0.0_blur0.5.png,2022-06-21 00:27:19,1 Y,Horiz (V-edge), 1.65,  NaN,  0.0,-15.1,0.3139,0.3139,0.2488,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.4402,,,, ,  4.673, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur0.5.png,2022-06-21 00:27:20,1 Y,Horiz (V-edge), 1.64,  NaN,  1.1,-14.9,0.3212,0.3212,0.2400,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.44046,,,, ,  5.003, 0.3917, 0.7305,  0.7
imatest_noise0.2_blur0.5.png,2022-06-21 00:27:20,1 Y,Horiz (V-edge), 1.57,  NaN,  2.1,-11.5,0.3498,0.3498,0.2121,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.43056,,,, ,  4.648, 0.3958, 0.7316,  1.2
imatest_noise0.3_blur0.5.png,2022-06-21 00:27:21,1 Y,Horiz (V-edge), 1.58,  NaN,  2.2,-16.4,0.3644,0.3644,0.1002,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.42476,,,, ,  4.878, 0.4035, 0.7337,  3.4
imatest_noise0.4_blur0.5.png,2022-06-21 00:27:21,1 Y,Horiz (V-edge), 1.60,  NaN,  5.1,-11.0,0.3637,0.3611,0.0681,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.41945,,,, ,  5.475, 0.4111, 0.7346,  3.0
imatest_noise0.5_blur0.5.png,2022-06-21 00:27:22,1 Y,Horiz (V-edge), 1.79,  NaN,  9.1, -4.3,0.3537,0.3509,0.1268,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.30,MTF30,0.39399,,,, ,  5.133, 0.4159, 0.7382,  7.1
imatest_noise0.6_blur0.5.png,2022-06-21 00:27:22,1 Y,Horiz (V-edge), 1.63,  NaN, 11.0, -9.7,0.3614,0.3614,0.1714,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.39231,,,, ,  5.581, 0.4192, 0.7419,  8.8
imatest_noise0.7_blur0.5.png,2022-06-21 00:27:23,1 Y,Horiz (V-edge), 1.62,  NaN, 16.9,-22.9,0.3897,0.3897,0.2246,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.41673,,,, ,  5.984, 0.4330, 0.7428,  8.6
imatest_noise0.8_blur0.5.png,2022-06-21 00:27:23,1 Y,Horiz (V-edge), 2.22,  NaN, 19.4,-16.9,0.3369,0.2277,0.3191,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.37923,,,, ,  6.176, 0.4485, 0.7460,  9.9
imatest_noise0.9_blur0.5.png,2022-06-21 00:27:24,1 Y,Horiz (V-edge), 1.52,  NaN, 14.4,-37.1,0.4237,0.4237,0.5161,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.45431,,,, ,  4.143, 0.4571, 0.7568, 12.9
imatest_noise1.0_blur0.5.png,2022-06-21 00:27:24,1 Y,Horiz (V-edge), 1.88,  NaN, 23.1,-13.3,0.2254,0.1918,0.9021,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.84037,,,, ,  5.258, 0.4641, 0.7581, 19.7
imatest_noise0.0_blur1.0.png,2022-06-21 00:27:25,1 Y,Horiz (V-edge), 2.73,  NaN,  0.0,-22.1,0.1821,0.1821,0.0120,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.24045,,,, ,  4.505, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur1.0.png,2022-06-21 00:27:25,1 Y,Horiz (V-edge), 2.73,  NaN,  1.7,-22.6,0.1835,0.1835,0.0127,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.24537,,,, ,  4.492, 0.3923, 0.7305,  1.1
imatest_noise0.2_blur1.0.png,2022-06-21 00:27:26,1 Y,Horiz (V-edge), 2.85,  NaN,  1.6,-20.3,0.1825,0.1825,0.0689,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.24478,,,, ,  4.536, 0.3981, 0.7324,  2.0
imatest_noise0.3_blur1.0.png,2022-06-21 00:27:26,1 Y,Horiz (V-edge), 2.81,  NaN,  3.4,-21.8,0.1707,0.1707,0.0195,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.22364,,,, ,  4.461, 0.4034, 0.7349,  2.4
imatest_noise0.4_blur1.0.png,2022-06-21 00:27:27,1 Y,Horiz (V-edge), 2.82,  NaN,  5.1,-18.0,0.1762,0.1762,0.1468,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.22139,,,, ,  3.731, 0.4108, 0.7385,  5.8
imatest_noise0.5_blur1.0.png,2022-06-21 00:27:27,1 Y,Horiz (V-edge), 2.79,  NaN, 10.1,-20.9,0.1765,0.1765,0.1702,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.23757,,,, ,  5.115, 0.4162, 0.7380,  7.3
imatest_noise0.6_blur1.0.png,2022-06-21 00:27:28,1 Y,Horiz (V-edge), 2.91,  NaN,  9.6, -8.1,0.1951,0.1929,0.1468,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.33206,,,, ,  4.978, 0.4279, 0.7390,  8.3
imatest_noise0.7_blur1.0.png,2022-06-21 00:27:28,1 Y,Horiz (V-edge), 2.54,  NaN, 13.6,-15.8,0.1930,0.1930,0.2356,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.51,MTF30,0.23188,,,, ,  3.594, 0.4368, 0.7421, 10.3
imatest_noise0.8_blur1.0.png,2022-06-21 00:27:29,1 Y,Horiz (V-edge), 2.58,  NaN, 19.9,-32.1,0.2179,0.2179,0.1530,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.21,MTF30,0.26862,,,, ,  4.903, 0.4508, 0.7435,  9.3
imatest_noise0.9_blur1.0.png,2022-06-21 00:27:29,1 Y,Horiz (V-edge), 2.14,  NaN, 24.3, -4.5,0.1994,0.1994,0.8701,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.20,MTF30,0.34512,,,, ,  6.375, 0.4579, 0.7424, 26.1
imatest_noise1.0_blur1.0.png,2022-06-21 00:27:30,1 Y,Horiz (V-edge), 1.97,  NaN, 34.4,-11.3,0.2211,0.2211,0.1598,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.81,MTF30,0.48845,,,, ,  6.622, 0.4842, 0.7376, 27.2
imatest_noise0.0_blur1.5.png,2022-06-21 00:27:30,1 Y,Horiz (V-edge), 3.94,  NaN,  0.0,-22.9,0.1295,0.1295,0.0108,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.17202,,,, ,  4.218, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur1.5.png,2022-06-21 00:27:31,1 Y,Horiz (V-edge), 4.00,  NaN,  0.7,-22.6,0.1299,0.1299,0.0287,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.1714,,,, ,  4.168, 0.3927, 0.7303,  0.3
imatest_noise0.2_blur1.5.png,2022-06-21 00:27:31,1 Y,Horiz (V-edge), 3.95,  NaN,  2.5,-22.5,0.1312,0.1312,0.0321,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.17025,,,, ,  4.517, 0.3964, 0.7309,  2.6
imatest_noise0.3_blur1.5.png,2022-06-21 00:27:32,1 Y,Horiz (V-edge), 3.87,  NaN,  3.8,-25.8,0.1314,0.1314,0.0138,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.17571,,,, ,  3.531, 0.4013, 0.7329,  2.9
imatest_noise0.4_blur1.5.png,2022-06-21 00:27:32,1 Y,Horiz (V-edge), 3.73,  NaN,  5.8,-22.5,0.1356,0.1356,0.1665,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.18,MTF30,0.17206,,,, ,  3.569, 0.4083, 0.7331,  4.3
imatest_noise0.5_blur1.5.png,2022-06-21 00:27:33,1 Y,Horiz (V-edge), 4.27,  NaN,  9.5,-22.3,0.1355,0.1355,0.3736,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.18,MTF30,0.18792,,,, ,  3.925, 0.4175, 0.7378, 13.5
imatest_noise0.6_blur1.5.png,2022-06-21 00:27:33,1 Y,Horiz (V-edge), 3.85,  NaN, 10.9,-15.7,0.1515,0.1515,0.2730,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.26,MTF30,0.19842,,,, ,  3.100, 0.4296, 0.7416,  7.5
imatest_noise0.7_blur1.5.png,2022-06-21 00:27:34,1 Y,Horiz (V-edge), 3.37,  NaN, 17.6,-22.5,0.1595,0.1595,0.3495,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.53,MTF30,0.21341,,,, ,  3.550, 0.4398, 0.7456,  8.0
imatest_noise0.8_blur1.5.png,2022-06-21 00:27:34,1 Y,Horiz (V-edge), 2.72,  NaN, 17.1,-33.1,0.1463,0.5884,1.1885,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.40,MTF30,0.20792,,,, ,  2.569, 0.4557, 0.7518, 15.5
imatest_noise0.9_blur1.5.png,2022-06-21 00:27:35,1 Y,Horiz (V-edge), 3.45,  NaN, 28.9,-39.6,0.1648,0.5756,1.1137,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.26,MTF30,0.22034,,,, ,  3.931, 0.4711, 0.7554,  0.3
imatest_noise1.0_blur1.5.png,2022-06-21 00:27:35,1 Y,Horiz (V-edge), 0.76,  NaN, 62.5,-27.9,0.1377,0.4421,0.4361,,, , ,6.8% left of ctr, ,,0.500,  NaN, 3.22,MTF30,0.18269,,,, ,  3.138, 0.0000, 0.4944, 36.5
imatest_noise0.0_blur2.0.png,2022-06-21 00:27:36,1 Y,Horiz (V-edge), 5.16,  NaN,  0.0,-23.4,0.1027,0.1027,0.0036,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.13447,,,, ,  3.912, 0.3886, 0.7294,  0.0
imatest_noise0.1_blur2.0.png,2022-06-21 00:27:36,1 Y,Horiz (V-edge), 5.13,  NaN,  1.1,-23.4,0.1041,0.1041,0.0452,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.13599,,,, ,  4.449, 0.3924, 0.7310,  0.9
imatest_noise0.2_blur2.0.png,2022-06-21 00:27:37,1 Y,Horiz (V-edge), 5.39,  NaN,  1.7,-23.7,0.1015,0.1015,0.0766,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.13405,,,, ,  3.525, 0.3985, 0.7325,  1.5
