File ,Date/time ,PH,ROI Ch,H/V,R10-90,R10-90C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
imatest_noise0.2_blur2.0.png,2022-06-21 00:23:23,  450,1 Y,Horiz (V-edge),   85,  NaN,  2.1,-22.8,   94,   94,0.038,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.13481,,,, ,  4.205, 0.3985, 0.7309,  1.4
imatest_noise0.3_blur2.0.png,2022-06-21 00:23:23,  450,1 Y,Horiz (V-edge),   85,  NaN,  3.0,-23.2,   95,   95,0.087,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.08,MTF30,0.13747,,,, ,  4.530, 0.4024, 0.7331,  2.1
imatest_noise0.4_blur2.0.png,2022-06-21 00:23:24,  450,1 Y,Horiz (V-edge),  103,  NaN,  4.6,-23.1,   93,   93,0.298,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.13328,,,, ,  2.994, 0.4090, 0.7364,  3.0
imatest_noise0.5_blur2.0.png,2022-06-21 00:23:24,  450,1 Y,Horiz (V-edge),   82,  NaN,  8.6,-24.1,   86,   86,0.052,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.21,MTF30,0.12905,,,, ,  2.074, 0.4166, 0.7391,  4.2
imatest_noise0.6_blur2.0.png,2022-06-21 00:23:25,  450,1 Y,Horiz (V-edge),   82,  NaN,  9.3,-24.1,   90,   90,0.141,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.29,MTF30,0.13428,,,, ,  2.037, 0.4242, 0.7401,  5.4
imatest_noise0.7_blur2.0.png,2022-06-21 00:23:25,  450,1 Y,Horiz (V-edge),   97,  NaN, 16.1,-25.1,   87,   87,0.528,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.40,MTF30,0.13774,,,, ,  1.047, 0.4366, 0.7385, 11.6
imatest_noise0.8_blur2.0.png,2022-06-21 00:23:26,  450,1 Y,Horiz (V-edge),  109,  NaN, 18.4,-27.1,   95,   95,0.824,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.17,MTF30,0.18972,,,, ,  1.799, 0.4602, 0.7468, 15.1
imatest_noise0.9_blur2.0.png,2022-06-21 00:23:26,  450,1 Y,Horiz (V-edge),  108,  NaN, 16.5,-19.0,  106, 1624,1.084,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.29,MTF30,0.21359,,,, ,  3.844, 0.4578, 0.7444, 15.1
imatest_noise1.0_blur2.0.png,2022-06-21 00:23:27,  450,1 Y,Horiz (V-edge),  104,  NaN, 25.7,-26.0,   88,   88,0.181,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.99,MTF30,0.23491,,,, ,  2.206, 0.0000, 0.4786,  6.6
imatest_noise0.0_blur2.5.png,2022-06-21 00:23:27,  450,1 Y,Horiz (V-edge),   71,  NaN,  0.3,-22.4,   77,   77,0.004,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.11605,,,, ,  3.887, 0.3904, 0.7294,  0.3
imatest_noise0.1_blur2.5.png,2022-06-21 00:23:28,  450,1 Y,Horiz (V-edge),   73,  NaN,  1.7,-22.1,   77,   77,0.006,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.11506,,,, ,  3.781, 0.3950, 0.7292,  1.0
imatest_noise0.2_blur2.5.png,2022-06-21 00:23:28,  450,1 Y,Horiz (V-edge),   74,  NaN,  3.5,-22.4,   78,   78,0.126,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.11853,,,, ,  3.375, 0.4005, 0.7303,  1.5
imatest_noise0.3_blur2.5.png,2022-06-21 00:23:29,  450,1 Y,Horiz (V-edge),   77,  NaN,  6.0,-22.9,   81,   81,0.148,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.12202,,,, ,  3.094, 0.4071, 0.7304,  2.3
imatest_noise0.4_blur2.5.png,2022-06-21 00:23:29,  450,1 Y,Horiz (V-edge),   76,  NaN,  7.9,-24.2,   85,   85,0.140,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.12869,,,, ,  3.731, 0.4142, 0.7346,  3.7
imatest_noise0.5_blur2.5.png,2022-06-21 00:23:30,  450,1 Y,Horiz (V-edge),   76,  NaN, 16.8,-24.9,   79,   79,0.269,,, , ,6.9% left of ctr, ,,0.500,  NaN, 1.15,MTF30,0.12401,,,, ,  2.243, 0.4228, 0.7367,  3.6
imatest_noise0.6_blur2.5.png,2022-06-21 00:23:30,  450,1 Y,Horiz (V-edge),   80,  NaN,  6.3,-22.3,   78,   78,0.652,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.30,MTF30,0.12118,,,, ,  4.617, 0.4387, 0.7442,  4.2
imatest_noise0.7_blur2.5.png,2022-06-21 00:23:31,  450,1 Y,Horiz (V-edge),   75,  NaN, 12.6,-22.3,   80,   80,0.202,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.41,MTF30,0.12231,,,, ,  3.956, 0.4439, 0.7507,  8.9
imatest_noise0.8_blur2.5.png,2022-06-21 00:23:31,  450,1 Y,Horiz (V-edge),   66,  NaN, 26.2,-24.6,   72,   72,0.310,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.72,MTF30,0.11536,,,, ,  0.733, 0.0000, 0.4578, -0.0
imatest_noise0.9_blur2.5.png,2022-06-21 00:23:32,  450,1 Y,Horiz (V-edge),   81,  NaN, 18.9,-24.3,   74,   74,0.322,,, , ,6.8% left of ctr, ,,0.500,  NaN, 1.04,MTF30,0.1291,,,, ,  0.721, 0.0000, 0.4749,  8.6
imatest_noise1.0_blur2.5.png,2022-06-21 00:23:32,  450,1 Y,Horiz (V-edge),   61,  NaN, 12.6,-22.5,   68,   68,0.454,,, , ,7% left of ctr, ,,0.500,  NaN, 0.81,MTF30,0.11217,,,, ,  2.030, 0.0000, 0.4930, 15.8
imatest_noise0.0_blur3.0.png,2022-06-21 00:23:33,  450,1 Y,Horiz (V-edge),   60,  NaN,  0.9,-22.3,   68,   68,0.008,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.10147,,,, ,  2.894, 0.3943, 0.7287,  0.9
imatest_noise0.1_blur3.0.png,2022-06-21 00:23:33,  450,1 Y,Horiz (V-edge),   59,  NaN,  1.8,-22.4,   68,   68,0.032,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.10014,,,, ,  3.500, 0.3981, 0.7300,  1.5
imatest_noise0.2_blur3.0.png,2022-06-21 00:23:34,  450,1 Y,Horiz (V-edge),   58,  NaN,  2.3,-22.3,   68,   68,0.020,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.10093,,,, ,  4.866, 0.4023, 0.7321,  2.4
imatest_noise0.3_blur3.0.png,2022-06-21 00:23:34,  450,1 Y,Horiz (V-edge),   61,  NaN,  6.6,-22.1,   69,   69,0.032,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.10202,,,, ,  4.430, 0.4086, 0.7331,  3.7
imatest_noise0.4_blur3.0.png,2022-06-21 00:23:35,  450,1 Y,Horiz (V-edge),   59,  NaN,  7.0,-23.2,   66,   66,0.231,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.26,MTF30,0.098611,,,, ,  2.994, 0.4163, 0.7364,  6.4
imatest_noise0.5_blur3.0.png,2022-06-21 00:23:35,  450,1 Y,Horiz (V-edge),   59,  NaN, 10.0,-22.3,   70,   70,0.438,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.45,MTF30,0.11569,,,, ,  3.494, 0.4234, 0.7459,  9.0
imatest_noise0.6_blur3.0.png,2022-06-21 00:23:36,  450,1 Y,Horiz (V-edge),   71,  NaN, 18.0,-22.5,   67,   67,0.421,,, , ,7% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.10381,,,, ,  4.810, 0.0000, 0.4335, 14.9
imatest_noise0.7_blur3.0.png,2022-06-21 00:23:36,  450,1 Y,Horiz (V-edge),   75,  NaN, 28.9,-24.3,   69,   69,0.149,,, , ,7% left of ctr, ,,0.500,  NaN, 0.48,MTF30,0.11774,,,, ,  3.357, 0.0000, 0.4402, 10.4
imatest_noise0.8_blur3.0.png,2022-06-21 00:23:37,  450,1 Y,Horiz (V-edge),   83,  NaN, 13.4,-23.4,   76,   76,0.253,,, , ,7% left of ctr, ,,0.500,  NaN, 8.01,MTF30,0.12462,,,, ,  5.581, 0.0000, 0.4595, 22.4
imatest_noise0.9_blur3.0.png,2022-06-21 00:23:37,  450,1 Y,Horiz (V-edge),   65,  NaN, 21.2,-25.0,   77,   77,0.399,,, , ,7% left of ctr, ,,0.500,  NaN, 1.15,MTF30,0.1271,,,, ,  6.015, 0.0000, 0.4639, 16.9
imatest_noise1.0_blur3.0.png,2022-06-21 00:23:38,  450,1 Y,Horiz (V-edge),  100,  NaN, 31.7,-25.3,   86,   86,0.729,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.74,MTF30,0.16672,,,, ,  7.591, 0.0000, 0.4785, 18.7
imatest_noise0.0_blur3.5.png,2022-06-21 00:23:38,  450,1 Y,Horiz (V-edge),   55,  NaN,  2.0,-24.1,   63,   63,0.007,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.089794,,,, ,  3.100, 0.3995, 0.7272,  2.5
imatest_noise0.1_blur3.5.png,2022-06-21 00:23:39,  450,1 Y,Horiz (V-edge),   54,  NaN,  2.1,-24.0,   63,   63,0.013,,, , ,7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.091024,,,, ,  3.269, 0.4037, 0.7281,  2.1
imatest_noise0.2_blur3.5.png,2022-06-21 00:23:39,  450,1 Y,Horiz (V-edge),   54,  NaN,  3.5,-24.1,   62,   62,0.140,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.089596,,,, ,  4.062, 0.4075, 0.7301,  2.8
imatest_noise0.3_blur3.5.png,2022-06-21 00:23:40,  450,1 Y,Horiz (V-edge),   53,  NaN,  9.4,-23.9,   62,   62,0.093,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.087985,,,, ,  3.619, 0.4126, 0.7311,  2.9
imatest_noise0.4_blur3.5.png,2022-06-21 00:23:40,  450,1 Y,Horiz (V-edge),   56,  NaN,  4.9,-23.9,   63,   63,0.125,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.089639,,,, ,  4.212, 0.4212, 0.7290,  9.0
imatest_noise0.5_blur3.5.png,2022-06-21 00:23:41,  450,1 Y,Horiz (V-edge),   52,  NaN,  6.2,-23.7,   63,   63,0.187,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.35,MTF30,0.090559,,,, ,  2.106, 0.4174, 0.7329,  6.6
imatest_noise0.6_blur3.5.png,2022-06-21 00:23:41,  450,1 Y,Horiz (V-edge),   55,  NaN, 14.8,-25.3,   62,   62,0.266,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.65,MTF30,0.090465,,,, ,  0.965, 0.4382, 0.7284,  5.3
imatest_noise0.7_blur3.5.png,2022-06-21 00:23:42,  450,1 Y,Horiz (V-edge),   67,  NaN, 54.3,-25.4,   61,   61,0.126,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.86,MTF30,0.088172,,,, ,  1.561, 0.4455, 0.7364, 15.6
imatest_noise0.8_blur3.5.png,2022-06-21 00:23:42,  450,1 Y,Horiz (V-edge),   66,  NaN, 21.8,-23.2,   64,   64,0.855,,, , ,7% left of ctr, ,,0.500,  NaN, 1.13,MTF30,0.09399,,,, , -1.905, 0.0000, 0.4509, 20.7
imatest_noise0.9_blur3.5.png,2022-06-21 00:23:43,  450,1 Y,Horiz (V-edge),   68,  NaN, 40.8,-23.6,   71,   71,0.627,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.53,MTF30,0.1933,,,, ,  1.667, 0.0000, 0.4660, 10.0
imatest_noise1.0_blur3.5.png,2022-06-21 00:23:43,  450,1 Y,Horiz (V-edge),   73,  NaN, 25.5,-21.3,   76,   76,0.387,,, , ,7.1% left of ctr, ,,0.500,  NaN, 1.41,MTF30,0.90412,,,, ,  0.827, 0.0000, 0.4883, 15.4
imatest_noise0.0_blur4.0.png,2022-06-21 00:23:44,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.7,-25.5,   58,   58,0.009,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.084242,,,, ,  2.237, 0.4059, 0.7246,  3.5
imatest_noise0.1_blur4.0.png,2022-06-21 00:23:45,  450,1 Y,Horiz (V-edge),   50,  NaN,  3.7,-25.6,   58,   58,0.018,,, , ,7% left of ctr, ,,0.500,  NaN, 0.03,MTF30,0.084255,,,, ,  2.719, 0.4090, 0.7256,  4.0
imatest_noise0.2_blur4.0.png,2022-06-21 00:23:45,  450,1 Y,Horiz (V-edge),   49,  NaN,  3.6,-25.5,   60,   60,0.049,,, , ,7% left of ctr, ,,0.500,  NaN, 0.12,MTF30,0.086613,,,, ,  3.987, 0.4129, 0.7265,  5.7
imatest_noise0.3_blur4.0.png,2022-06-21 00:23:46,  450,1 Y,Horiz (V-edge),   49,  NaN,  6.0,-25.7,   60,   60,0.116,,, , ,7% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.087074,,,, ,  2.638, 0.4193, 0.7275,  7.8
imatest_noise0.4_blur4.0.png,2022-06-21 00:23:46,  450,1 Y,Horiz (V-edge),   49,  NaN,  5.9,-25.7,   62,   62,0.089,,, , ,7% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.09062,,,, ,  1.554, 0.4267, 0.7294,  7.4
imatest_noise0.5_blur4.0.png,2022-06-21 00:23:47,  450,1 Y,Horiz (V-edge),   51,  NaN, 10.1,-25.9,   59,   59,0.381,,, , ,7% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.085385,,,, ,  0.408, 0.0000, 0.4219,  9.1
imatest_noise0.6_blur4.0.png,2022-06-21 00:23:47,  450,1 Y,Horiz (V-edge),   54,  NaN,  7.0,-25.7,   61,   61,0.014,,, , ,7% left of ctr, ,,0.500,  NaN, 0.97,MTF30,0.088878,,,, ,  1.811, 0.4540, 0.7357, 18.8
imatest_noise0.7_blur4.0.png,2022-06-21 00:23:48,  450,1 Y,Horiz (V-edge),   63,  NaN, 19.3,-25.9,   64,   64,0.379,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.19,MTF30,0.10801,,,, ,  2.368, 0.0000, 0.4462, 10.7
imatest_noise0.8_blur4.0.png,2022-06-21 00:23:48,  450,1 Y,Horiz (V-edge),   69,  NaN, 30.8,-27.3,   65,   65,0.393,,, , ,7% left of ctr, ,,0.500,  NaN, 0.32,MTF30,0.11626,,,, ,  3.968, 0.4716, 0.7386, 10.4
imatest_noise0.9_blur4.0.png,2022-06-21 00:23:49,  450,1 Y,Horiz (V-edge),   66,  NaN, 28.5,-26.8,   63,   63,0.091,,, , ,7% left of ctr, ,,0.500,  NaN, 0.42,MTF30,0.10311,,,, ,  1.773, 0.0000, 0.4748, 14.8
imatest_noise1.0_blur4.0.png,2022-06-21 00:23:49,  450,1 Y,Horiz (V-edge),   84,  NaN, 23.7,-24.0,   71,   71,0.309,,, , ,7% left of ctr, ,,0.500,  NaN, 0.66,MTF30,0.13643,,,, , -0.376, 0.0000, 0.4825, 15.9
imatest_noise0.0_blur4.5.png,2022-06-21 00:23:50,  450,1 Y,Horiz (V-edge),   47,  NaN,  5.9,-26.6,   56,   56,0.003,,, , ,7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.080568,,,, ,  2.625, 0.4128, 0.7212,  4.2
imatest_noise0.1_blur4.5.png,2022-06-21 00:23:50,  450,1 Y,Horiz (V-edge),   48,  NaN, 14.0,-26.8,   56,   56,0.074,,, , ,7% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.081257,,,, ,  2.806, 0.4158, 0.7212,  5.1
imatest_noise0.2_blur4.5.png,2022-06-21 00:23:51,  450,1 Y,Horiz (V-edge),   48,  NaN,  6.9,-26.5,   57,   57,0.063,,, , ,7% left of ctr, ,,0.500,  NaN, 0.04,MTF30,0.082518,,,, ,  3.257, 0.4191, 0.7235,  4.6
imatest_noise0.3_blur4.5.png,2022-06-21 00:23:51,  450,1 Y,Horiz (V-edge),   45,  NaN,  5.1,-27.0,   58,   58,0.037,,, , ,7% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.0845,,,, ,  3.244, 0.4262, 0.7232, 12.8
imatest_noise0.4_blur4.5.png,2022-06-21 00:23:52,  450,1 Y,Horiz (V-edge),   44,  NaN, 12.3,-28.6,   56,   56,0.342,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.24,MTF30,0.084518,,,, ,  2.763, 0.4320, 0.7230,  7.6
imatest_noise0.5_blur4.5.png,2022-06-21 00:23:52,  450,1 Y,Horiz (V-edge),   45,  NaN,  7.8,-27.6,   58,   58,0.200,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.08551,,,, ,  1.880, 0.4292, 0.7356, 12.6
imatest_noise0.6_blur4.5.png,2022-06-21 00:23:53,  450,1 Y,Horiz (V-edge),   53,  NaN, 12.1,-26.0,   55,   55,0.466,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.59,MTF30,0.079019,,,, ,  0.909, 0.0000, 0.4374, 15.1
imatest_noise0.7_blur4.5.png,2022-06-21 00:23:53,  450,1 Y,Horiz (V-edge),   54,  NaN, 18.5,-27.5,   55,  483,0.946,,, , ,6.9% left of ctr, ,,0.500,  NaN, 0.80,MTF30,0.080022,,,, ,  2.738, 0.0000, 0.4448, 13.7
imatest_noise0.8_blur4.5.png,2022-06-21 00:23:54,  450,1 Y,Horiz (V-edge),   53,  NaN, 20.4,-28.7,   54,   54,0.769,,, , ,7.1% left of ctr, ,,0.500,  NaN, 0.80,MTF30,0.080302,,,, ,  1.739, 0.0000, 0.4563, 16.1
imatest_noise0.9_blur4.5.png,2022-06-21 00:23:54,  450,1 Y,Horiz (V-edge),   83,  NaN, 27.5,-28.2,   57,  455,0.662,,, , ,7.2% left of ctr, ,,0.500,  NaN, 0.58,MTF30,0.084476,,,, ,  1.200, 0.0000, 0.4697, 14.2
imatest_noise1.0_blur4.5.png,2022-06-21 00:23:55,  450,1 Y,Horiz (V-edge),   62,  NaN, 28.4,-81.2,  NaN,  NaN,1.295,,, , ,7% left of ctr, ,,0.500,  NaN, 4.28,MTF30,0.07777,,,, ,  1.874, 0.0000, 0.4951, 32.9
imatest_noise0.0_blur0.0.png,2022-06-21 00:27:11,  450,1 Y,Horiz (V-edge),  503,  NaN,  0.0, -3.4,  543,  543,0.636,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.75664,,,, ,  4.909, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur0.0.png,2022-06-21 00:27:13,  450,1 Y,Horiz (V-edge),  507,  NaN,  1.5, -3.4,  542,  542,0.664,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.7987,,,, ,  4.909, 0.3916, 0.7301,  1.0
imatest_noise0.2_blur0.0.png,2022-06-21 00:27:14,  450,1 Y,Horiz (V-edge),  508,  NaN,  3.8, -3.6,  528,  528,0.623,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.10,MTF30,0.7565,,,, ,  5.183, 0.3965, 0.7311,  2.6
imatest_noise0.3_blur0.0.png,2022-06-21 00:27:15,  450,1 Y,Horiz (V-edge),  516,  NaN,  5.1, -5.9,  533,  532,0.587,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.01,MTF30,0.90601,,,, ,  4.685, 0.4039, 0.7313,  3.0
imatest_noise0.4_blur0.0.png,2022-06-21 00:27:15,  450,1 Y,Horiz (V-edge),  556,  NaN,  5.9, -2.7,  459,  454,0.522,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.07,MTF30,1.1947,,,, ,  4.685, 0.4101, 0.7347,  5.3
imatest_noise0.5_blur0.0.png,2022-06-21 00:27:16,  450,1 Y,Horiz (V-edge),  537,  NaN,  7.8,  8.0,  487,  464,0.569,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.01,MTF30,1.2656,,,, ,  4.828, 0.4214, 0.7350,  6.5
imatest_noise0.6_blur0.0.png,2022-06-21 00:27:17,  450,1 Y,Horiz (V-edge),  475,  NaN, 10.4, -1.3,  407,  401,0.408,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.13,MTF30,1.9087,,,, ,  3.144, 0.4285, 0.7351,  9.9
imatest_noise0.7_blur0.0.png,2022-06-21 00:27:17,  450,1 Y,Horiz (V-edge),  404,  NaN, 12.8, -6.4,  355,  355,0.176,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.44851,,,, ,  4.031, 0.4414, 0.7361, 16.2
imatest_noise0.8_blur0.0.png,2022-06-21 00:27:18,  450,1 Y,Horiz (V-edge),  457,  NaN, 14.0,-24.2,  520,  503,0.677,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.26,MTF30,0.62087,,,, ,  3.332, 0.4566, 0.7371, 12.8
imatest_noise0.9_blur0.0.png,2022-06-21 00:27:18,  450,1 Y,Horiz (V-edge),  513,  NaN, 18.4,-18.0,  536,  518,1.126,,, , ,6.7% left of ctr, ,,0.500,  NaN, 0.55,MTF30,0.712,,,, ,  3.731, 0.4610, 0.7447, 18.2
imatest_noise1.0_blur0.0.png,2022-06-21 00:27:19,  450,1 Y,Horiz (V-edge),  302,  NaN, 25.2,-25.1,  359,  359,0.216,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.48,MTF30,0.43992,,,, ,  0.896, 0.4733, 0.7436, 13.2
imatest_noise0.0_blur0.5.png,2022-06-21 00:27:19,  450,1 Y,Horiz (V-edge),  273,  NaN,  0.0,-15.1,  282,  282,0.249,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.4402,,,, ,  4.673, 0.3882, 0.7294, -0.0
imatest_noise0.1_blur0.5.png,2022-06-21 00:27:20,  450,1 Y,Horiz (V-edge),  275,  NaN,  1.1,-14.9,  289,  289,0.240,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.02,MTF30,0.44046,,,, ,  5.003, 0.3917, 0.7305,  0.7
imatest_noise0.2_blur0.5.png,2022-06-21 00:27:20,  450,1 Y,Horiz (V-edge),  286,  NaN,  2.1,-11.5,  315,  315,0.212,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.43056,,,, ,  4.648, 0.3958, 0.7316,  1.2
imatest_noise0.3_blur0.5.png,2022-06-21 00:27:21,  450,1 Y,Horiz (V-edge),  285,  NaN,  2.2,-16.4,  328,  328,0.100,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.05,MTF30,0.42476,,,, ,  4.878, 0.4035, 0.7337,  3.4
imatest_noise0.4_blur0.5.png,2022-06-21 00:27:21,  450,1 Y,Horiz (V-edge),  282,  NaN,  5.1,-11.0,  327,  325,0.068,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.16,MTF30,0.41945,,,, ,  5.475, 0.4111, 0.7346,  3.0
imatest_noise0.5_blur0.5.png,2022-06-21 00:27:22,  450,1 Y,Horiz (V-edge),  252,  NaN,  9.1, -4.3,  318,  316,0.127,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.30,MTF30,0.39399,,,, ,  5.133, 0.4159, 0.7382,  7.1
imatest_noise0.6_blur0.5.png,2022-06-21 00:27:22,  450,1 Y,Horiz (V-edge),  276,  NaN, 11.0, -9.7,  325,  325,0.171,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.27,MTF30,0.39231,,,, ,  5.581, 0.4192, 0.7419,  8.8
imatest_noise0.7_blur0.5.png,2022-06-21 00:27:23,  450,1 Y,Horiz (V-edge),  278,  NaN, 16.9,-22.9,  351,  351,0.225,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.34,MTF30,0.41673,,,, ,  5.984, 0.4330, 0.7428,  8.6
imatest_noise0.8_blur0.5.png,2022-06-21 00:27:23,  450,1 Y,Horiz (V-edge),  202,  NaN, 19.4,-16.9,  303,  205,0.319,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.37923,,,, ,  6.176, 0.4485, 0.7460,  9.9
imatest_noise0.9_blur0.5.png,2022-06-21 00:27:24,  450,1 Y,Horiz (V-edge),  296,  NaN, 14.4,-37.1,  381,  381,0.516,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.45431,,,, ,  4.143, 0.4571, 0.7568, 12.9
imatest_noise1.0_blur0.5.png,2022-06-21 00:27:24,  450,1 Y,Horiz (V-edge),  239,  NaN, 23.1,-13.3,  203,  173,0.902,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.37,MTF30,0.84037,,,, ,  5.258, 0.4641, 0.7581, 19.7
imatest_noise0.0_blur1.0.png,2022-06-21 00:27:25,  450,1 Y,Horiz (V-edge),  165,  NaN,  0.0,-22.1,  164,  164,0.012,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.00,MTF30,0.24045,,,, ,  4.505, 0.3882, 0.7294,  0.0
imatest_noise0.1_blur1.0.png,2022-06-21 00:27:25,  450,1 Y,Horiz (V-edge),  165,  NaN,  1.7,-22.6,  165,  165,0.013,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.24537,,,, ,  4.492, 0.3923, 0.7305,  1.1
imatest_noise0.2_blur1.0.png,2022-06-21 00:27:26,  450,1 Y,Horiz (V-edge),  158,  NaN,  1.6,-20.3,  164,  164,0.069,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.09,MTF30,0.24478,,,, ,  4.536, 0.3981, 0.7324,  2.0
imatest_noise0.3_blur1.0.png,2022-06-21 00:27:26,  450,1 Y,Horiz (V-edge),  160,  NaN,  3.4,-21.8,  154,  154,0.019,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.06,MTF30,0.22364,,,, ,  4.461, 0.4034, 0.7349,  2.4
imatest_noise0.4_blur1.0.png,2022-06-21 00:27:27,  450,1 Y,Horiz (V-edge),  160,  NaN,  5.1,-18.0,  159,  159,0.147,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.15,MTF30,0.22139,,,, ,  3.731, 0.4108, 0.7385,  5.8
imatest_noise0.5_blur1.0.png,2022-06-21 00:27:27,  450,1 Y,Horiz (V-edge),  161,  NaN, 10.1,-20.9,  159,  159,0.170,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.11,MTF30,0.23757,,,, ,  5.115, 0.4162, 0.7380,  7.3
imatest_noise0.6_blur1.0.png,2022-06-21 00:27:28,  450,1 Y,Horiz (V-edge),  154,  NaN,  9.6, -8.1,  176,  174,0.147,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.23,MTF30,0.33206,,,, ,  4.978, 0.4279, 0.7390,  8.3
imatest_noise0.7_blur1.0.png,2022-06-21 00:27:28,  450,1 Y,Horiz (V-edge),  177,  NaN, 13.6,-15.8,  174,  174,0.236,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.51,MTF30,0.23188,,,, ,  3.594, 0.4368, 0.7421, 10.3
imatest_noise0.8_blur1.0.png,2022-06-21 00:27:29,  450,1 Y,Horiz (V-edge),  174,  NaN, 19.9,-32.1,  196,  196,0.153,,, , ,6.8% left of ctr, ,,0.500,  NaN, 0.21,MTF30,0.26862,,,, ,  4.903, 0.4508, 0.7435,  9.3
